year,Topic,rate,rank,Rubric
2017,topic_12,105.33386024200004,10.0,puteshestvi
2018,topic_12,32.4284889495,4.0,puteshestvi
1999,topic_13,0.12685944,10.0,puteshestvi
2000,topic_13,2.244249927,9.0,puteshestvi
2001,topic_13,4.797536617,11.0,puteshestvi
2002,topic_13,7.283110145,5.0,puteshestvi
2003,topic_13,4.121023518,11.0,puteshestvi
2004,topic_13,8.561648805,4.0,puteshestvi
2005,topic_13,6.429068556700002,11.0,puteshestvi
2006,topic_13,13.444965811,6.0,puteshestvi
2007,topic_13,7.223849529400001,14.0,puteshestvi
2008,topic_13,12.085431875560001,8.0,puteshestvi
2009,topic_13,13.129068813999996,7.0,puteshestvi
2010,topic_13,11.935273336560005,7.0,puteshestvi
2011,topic_13,7.366482563699999,15.0,puteshestvi
2012,topic_13,7.8715311009999995,10.0,puteshestvi
2013,topic_13,1.5310959,4.0,puteshestvi
2014,topic_13,5.267033254999999,4.0,puteshestvi
2015,topic_13,40.88362284200004,9.0,puteshestvi
2016,topic_13,123.36415360325984,9.0,puteshestvi
2017,topic_13,121.67813185160009,8.0,puteshestvi
2018,topic_13,29.75234564999999,5.0,puteshestvi
1999,topic_14,0.08831532,12.0,puteshestvi
2000,topic_14,0.435061963,20.0,puteshestvi
2001,topic_14,0.9341661206,20.0,puteshestvi
2002,topic_14,1.032742934,20.0,puteshestvi
2003,topic_14,1.5763076803,19.0,puteshestvi
2004,topic_14,2.074100122,18.0,puteshestvi
2005,topic_14,3.80349752878,15.0,puteshestvi
2006,topic_14,3.6984762140000007,20.0,puteshestvi
2007,topic_14,2.0230716537,20.0,puteshestvi
2008,topic_14,3.429606696899999,20.0,puteshestvi
2009,topic_14,4.118583726500001,19.0,puteshestvi
2010,topic_14,3.795658839700001,20.0,puteshestvi
2011,topic_14,4.3400457043,19.0,puteshestvi
2012,topic_14,3.363641690600001,19.0,puteshestvi
2013,topic_14,0.301404902,19.0,puteshestvi
2014,topic_14,5.25880102,5.0,puteshestvi
2015,topic_14,84.42918710120001,1.0,puteshestvi
2016,topic_14,293.1900656872,1.0,puteshestvi
2017,topic_14,262.1546273172697,1.0,puteshestvi
2018,topic_14,15.212824403500003,13.0,puteshestvi
1999,topic_15,0.036920816,16.0,puteshestvi
2000,topic_15,1.1454619624,19.0,puteshestvi
2001,topic_15,3.5029566044000005,14.0,puteshestvi
2002,topic_15,3.1328438019999996,14.0,puteshestvi
2003,topic_15,1.0616142120000003,20.0,puteshestvi
2004,topic_15,3.7185217740000005,14.0,puteshestvi
2005,topic_15,6.179246488400003,12.0,puteshestvi
2006,topic_15,4.6667495527,17.0,puteshestvi
2007,topic_15,5.026746001199999,17.0,puteshestvi
2008,topic_15,6.562957995999999,17.0,puteshestvi
2009,topic_15,4.930897719500001,17.0,puteshestvi
2010,topic_15,9.6230484464,12.0,puteshestvi
2011,topic_15,6.709214720999998,16.0,puteshestvi
2012,topic_15,4.222360046499999,18.0,puteshestvi
2013,topic_15,0.8050518369999998,10.0,puteshestvi
2014,topic_15,3.5624959269999987,9.0,puteshestvi
2015,topic_15,19.950447118599993,14.0,puteshestvi
2016,topic_15,72.95429856549995,19.0,puteshestvi
2017,topic_15,92.22483384869994,12.0,puteshestvi
2018,topic_15,22.961900694500006,8.0,puteshestvi
1999,topic_16,0.79158181,1.0,puteshestvi
2000,topic_16,2.0229984439999997,10.0,puteshestvi
2001,topic_16,10.47346006,4.0,puteshestvi
2002,topic_16,5.759980139000001,8.0,puteshestvi
2003,topic_16,6.065950908,7.0,puteshestvi
2004,topic_16,6.411751559299999,7.0,puteshestvi
2005,topic_16,16.530256081400005,1.0,puteshestvi
2006,topic_16,13.743412485999999,4.0,puteshestvi
2007,topic_16,13.090453434999995,6.0,puteshestvi
2008,topic_16,17.727312730599998,3.0,puteshestvi
2009,topic_16,14.410446554999996,3.0,puteshestvi
2010,topic_16,13.440410296000005,6.0,puteshestvi
2011,topic_16,11.103666024799997,6.0,puteshestvi
2012,topic_16,9.940976683999997,6.0,puteshestvi
2013,topic_16,2.471167198,3.0,puteshestvi
2014,topic_16,3.4874327399999996,12.0,puteshestvi
2015,topic_16,50.29485201081998,5.0,puteshestvi
2016,topic_16,115.12559015390002,10.0,puteshestvi
2017,topic_16,106.60434572219998,9.0,puteshestvi
2018,topic_16,17.404502529499997,12.0,puteshestvi
1999,topic_17,0.0,20.0,puteshestvi
2000,topic_17,1.1976494776,18.0,puteshestvi
2001,topic_17,1.7543848100000001,18.0,puteshestvi
2002,topic_17,2.4536893920000007,16.0,puteshestvi
2003,topic_17,3.0143354290000004,15.0,puteshestvi
2004,topic_17,4.465417851899999,11.0,puteshestvi
2005,topic_17,3.1011963918,19.0,puteshestvi
2006,topic_17,4.153930808999999,18.0,puteshestvi
2007,topic_17,4.0368231517,19.0,puteshestvi
2008,topic_17,4.259105969999999,19.0,puteshestvi
2009,topic_17,2.6084013865999998,20.0,puteshestvi
2010,topic_17,3.96924281914,19.0,puteshestvi
2011,topic_17,9.4766512253,8.0,puteshestvi
2012,topic_17,2.0366779934999997,20.0,puteshestvi
2013,topic_17,0.324768895,18.0,puteshestvi
2014,topic_17,1.406842496,20.0,puteshestvi
2015,topic_17,80.30274458970004,2.0,puteshestvi
2016,topic_17,204.76033601139991,2.0,puteshestvi
2017,topic_17,74.61834659960002,17.0,puteshestvi
2018,topic_17,9.300528583399998,17.0,puteshestvi
1999,topic_18,0.271033544,6.0,puteshestvi
2000,topic_18,2.5727231431999997,7.0,puteshestvi
2001,topic_18,11.5772755013,2.0,puteshestvi
2002,topic_18,6.874422314100001,6.0,puteshestvi
2003,topic_18,7.43314834,4.0,puteshestvi
2004,topic_18,7.191767146000001,6.0,puteshestvi
2005,topic_18,11.751280604599998,4.0,puteshestvi
2006,topic_18,22.532410584,1.0,puteshestvi
2007,topic_18,24.9399444025,1.0,puteshestvi
2008,topic_18,39.981875445529965,1.0,puteshestvi
2009,topic_18,13.852613269499995,5.0,puteshestvi
2010,topic_18,39.87775596900001,1.0,puteshestvi
2011,topic_18,23.070365710099995,1.0,puteshestvi
2012,topic_18,18.3732974944,2.0,puteshestvi
2013,topic_18,0.70495398,13.0,puteshestvi
2014,topic_18,3.5719794780000003,8.0,puteshestvi
2015,topic_18,14.663608832900003,17.0,puteshestvi
2016,topic_18,123.41692178779985,8.0,puteshestvi
2017,topic_18,100.81100010230003,11.0,puteshestvi
2018,topic_18,8.3045498143,18.0,puteshestvi
1999,topic_19,0.0,20.0,puteshestvi
2000,topic_19,2.007328443,11.0,puteshestvi
2001,topic_19,5.942490943999998,5.0,puteshestvi
2002,topic_19,4.840206955,9.0,puteshestvi
2003,topic_19,11.543719650100002,2.0,puteshestvi
2004,topic_19,10.704649952,3.0,puteshestvi
2005,topic_19,11.380579248349997,5.0,puteshestvi
2006,topic_19,12.128880821,7.0,puteshestvi
2007,topic_19,16.7919942497,2.0,puteshestvi
2008,topic_19,18.3340951264,2.0,puteshestvi
2009,topic_19,18.21003019480001,1.0,puteshestvi
2010,topic_19,16.213561776,5.0,puteshestvi
2011,topic_19,11.941554641000002,4.0,puteshestvi
2012,topic_19,13.889560203000002,3.0,puteshestvi
2013,topic_19,4.649067145,1.0,puteshestvi
2014,topic_19,5.674117499,3.0,puteshestvi
2015,topic_19,11.899827625799999,19.0,puteshestvi
2016,topic_19,102.85685343990014,13.0,puteshestvi
2017,topic_19,176.60957460675988,3.0,puteshestvi
2018,topic_19,43.43411378559999,3.0,puteshestvi
1999,topic_0,54.422867785600005,10.0,Russia
2000,topic_0,325.55599996387457,6.0,Russia
2001,topic_0,368.7155038007498,3.0,Russia
2002,topic_0,321.63610726678377,5.0,Russia
2003,topic_0,246.8946522318001,7.0,Russia
2004,topic_0,221.4720503282,9.0,Russia
2005,topic_0,438.25356155008967,5.0,Russia
2006,topic_0,420.1184065802997,4.0,Russia
2007,topic_0,429.77514994478986,2.0,Russia
2008,topic_0,417.0207902636003,4.0,Russia
2009,topic_0,460.8616589067805,6.0,Russia
2010,topic_0,478.87898645604156,4.0,Russia
2011,topic_0,336.5869194386601,13.0,Russia
2012,topic_0,368.72857756752154,15.0,Russia
2013,topic_0,349.57449973258394,14.0,Russia
2014,topic_0,385.48666185027986,5.0,Russia
2015,topic_0,423.0130701914801,6.0,Russia
2016,topic_0,458.7061376245023,10.0,Russia
2017,topic_0,506.627240292544,8.0,Russia
2018,topic_0,130.68361654531,10.0,Russia
1999,topic_1,60.41830904710096,8.0,Russia
2000,topic_1,182.10875505842012,12.0,Russia
2001,topic_1,190.46979453516502,13.0,Russia
2002,topic_1,194.98511274833,12.0,Russia
2003,topic_1,182.56710620641,13.0,Russia
2004,topic_1,164.026294943555,14.0,Russia
2005,topic_1,267.0049679701208,10.0,Russia
2006,topic_1,285.44641125029136,9.0,Russia
2007,topic_1,251.23386847170804,12.0,Russia
2008,topic_1,337.11538629544947,11.0,Russia
2009,topic_1,361.1171002628394,8.0,Russia
2010,topic_1,363.03379855950647,10.0,Russia
2011,topic_1,369.988730110116,11.0,Russia
2012,topic_1,488.22074488482025,9.0,Russia
2013,topic_1,451.10038915651916,8.0,Russia
2014,topic_1,252.23201445671788,11.0,Russia
2015,topic_1,233.96793250846866,17.0,Russia
2016,topic_1,300.0120205765359,16.0,Russia
2017,topic_1,313.11187965241044,14.0,Russia
2018,topic_1,103.06862435236987,13.0,Russia
1999,topic_2,10.3654697704,19.0,Russia
2000,topic_2,47.87386894001001,20.0,Russia
2001,topic_2,66.65555147856999,20.0,Russia
2002,topic_2,82.66427860158007,20.0,Russia
2003,topic_2,65.45936929458996,20.0,Russia
2004,topic_2,61.15274442755992,20.0,Russia
2005,topic_2,135.25054417649707,20.0,Russia
2006,topic_2,164.24059191079925,18.0,Russia
2007,topic_2,128.50874884677998,20.0,Russia
2008,topic_2,190.40531840118607,19.0,Russia
2009,topic_2,191.37188573767006,19.0,Russia
2010,topic_2,199.63121710169347,15.0,Russia
2011,topic_2,239.72971087917648,17.0,Russia
2012,topic_2,512.9660775196293,6.0,Russia
2013,topic_2,550.1913335841875,5.0,Russia
2014,topic_2,239.97987527278042,14.0,Russia
2015,topic_2,235.01776402725017,16.0,Russia
2016,topic_2,234.74899981762957,19.0,Russia
2017,topic_2,265.5203416034102,17.0,Russia
2018,topic_2,73.25469482475005,19.0,Russia
1999,topic_3,87.37573400890001,5.0,Russia
2000,topic_3,368.2450362223678,3.0,Russia
2001,topic_3,340.18869862241036,4.0,Russia
2002,topic_3,303.11982155612026,6.0,Russia
2003,topic_3,267.14472564583997,6.0,Russia
2004,topic_3,317.1791215222885,3.0,Russia
2005,topic_3,465.6236166039602,4.0,Russia
2006,topic_3,442.2855253564197,3.0,Russia
2007,topic_3,308.54420511836275,8.0,Russia
2008,topic_3,391.64821713310386,7.0,Russia
2009,topic_3,509.54948836136964,4.0,Russia
2010,topic_3,403.9133686195159,8.0,Russia
2011,topic_3,374.5240178088976,10.0,Russia
2012,topic_3,512.0123858762312,7.0,Russia
2013,topic_3,602.3675078043336,3.0,Russia
2014,topic_3,602.7728041214826,2.0,Russia
2015,topic_3,696.6395483890796,3.0,Russia
2016,topic_3,590.4853627200744,6.0,Russia
2017,topic_3,742.1019146157128,4.0,Russia
2018,topic_3,284.3239738552802,4.0,Russia
1999,topic_4,64.42260934104,7.0,Russia
2000,topic_4,323.8372817669972,7.0,Russia
2001,topic_4,289.0472552145602,8.0,Russia
2002,topic_4,349.72444163297956,3.0,Russia
2003,topic_4,220.09011820865,10.0,Russia
2004,topic_4,255.0423666942702,6.0,Russia
2005,topic_4,349.9253818215898,7.0,Russia
2006,topic_4,377.06588636689673,5.0,Russia
2007,topic_4,280.0786877064798,10.0,Russia
2008,topic_4,308.9284988454291,13.0,Russia
2009,topic_4,267.50812170003303,16.0,Russia
2010,topic_4,263.7944727549001,14.0,Russia
2011,topic_4,293.8316233233802,15.0,Russia
2012,topic_4,435.7718884514956,13.0,Russia
2013,topic_4,430.96526040669295,9.0,Russia
2014,topic_4,320.7410453459358,7.0,Russia
2015,topic_4,363.50919946025004,9.0,Russia
2016,topic_4,450.07119312739917,11.0,Russia
2017,topic_4,490.3550914326962,9.0,Russia
2018,topic_4,83.22968129910598,15.0,Russia
1999,topic_5,34.65173379039999,11.0,Russia
2000,topic_5,355.7273264150101,4.0,Russia
2001,topic_5,496.1392243616563,2.0,Russia
2002,topic_5,434.2789800368699,2.0,Russia
2003,topic_5,433.6930016362444,2.0,Russia
2004,topic_5,363.21217120770586,2.0,Russia
2005,topic_5,477.93279032322397,2.0,Russia
2006,topic_5,627.4030942178197,1.0,Russia
2007,topic_5,643.7228168396307,1.0,Russia
2008,topic_5,592.7080959463003,2.0,Russia
2009,topic_5,683.7934015374506,2.0,Russia
2010,topic_5,485.3722181568213,3.0,Russia
2011,topic_5,535.9041273646404,3.0,Russia
2012,topic_5,453.6187454454376,12.0,Russia
2013,topic_5,401.7833854685398,10.0,Russia
2014,topic_5,236.83326603917962,15.0,Russia
2015,topic_5,411.07880258313935,7.0,Russia
2016,topic_5,511.34531086424926,7.0,Russia
2017,topic_5,416.1789963022605,12.0,Russia
2018,topic_5,147.35051233223993,7.0,Russia
1999,topic_6,135.45247446159993,1.0,Russia
2000,topic_6,303.29254438393497,8.0,Russia
2001,topic_6,190.80874803142208,12.0,Russia
2002,topic_6,200.62177665663984,11.0,Russia
2003,topic_6,378.0088148789001,3.0,Russia
2004,topic_6,248.23668014217992,7.0,Russia
2005,topic_6,201.96628941506106,16.0,Russia
2006,topic_6,261.4845046588406,13.0,Russia
2007,topic_6,415.1022524620697,3.0,Russia
2008,topic_6,356.6671045142301,8.0,Russia
2009,topic_6,297.9426816074203,14.0,Russia
2010,topic_6,164.5981740664999,19.0,Russia
2011,topic_6,481.50196117380113,5.0,Russia
2012,topic_6,537.2321013323098,4.0,Russia
2013,topic_6,346.1929802268796,15.0,Russia
2014,topic_6,157.06548269602024,20.0,Russia
2015,topic_6,179.44174977691014,18.0,Russia
2016,topic_6,508.9245106078235,8.0,Russia
2017,topic_6,383.70481952649055,13.0,Russia
2018,topic_6,139.19811265563,8.0,Russia
1999,topic_7,11.765051198200004,18.0,Russia
2000,topic_7,79.87819099901998,18.0,Russia
2001,topic_7,90.11033475839007,19.0,Russia
2002,topic_7,104.23706103609993,19.0,Russia
2003,topic_7,121.43556847694994,18.0,Russia
2004,topic_7,160.28888667004588,15.0,Russia
2005,topic_7,157.56218550004013,18.0,Russia
2006,topic_7,152.04257265276195,20.0,Russia
2007,topic_7,150.26721096544708,19.0,Russia
2008,topic_7,167.88085730490008,20.0,Russia
2009,topic_7,182.1553230129099,20.0,Russia
2010,topic_7,151.37929569419742,20.0,Russia
2011,topic_7,135.85296004673,20.0,Russia
2012,topic_7,170.03954280412003,20.0,Russia
2013,topic_7,288.09823348447,17.0,Russia
2014,topic_7,166.5839995747581,19.0,Russia
2015,topic_7,166.72308886500994,20.0,Russia
2016,topic_7,275.5567032328504,17.0,Russia
2017,topic_7,260.16624321846984,18.0,Russia
2018,topic_7,132.73504464307013,9.0,Russia
1999,topic_8,59.49172384361999,9.0,Russia
2000,topic_8,280.01226923526,10.0,Russia
2001,topic_8,267.9287328878906,9.0,Russia
2002,topic_8,236.86614035267016,10.0,Russia
2003,topic_8,228.51074111380998,9.0,Russia
2004,topic_8,179.6118347388202,12.0,Russia
2005,topic_8,257.5626588715121,11.0,Russia
2006,topic_8,268.6184580213807,12.0,Russia
2007,topic_8,342.7757687937999,6.0,Russia
2008,topic_8,349.63771494675484,9.0,Russia
2009,topic_8,342.80159386602725,9.0,Russia
2010,topic_8,421.8409597551302,5.0,Russia
2011,topic_8,393.1870105249971,9.0,Russia
2012,topic_8,485.83685350560495,10.0,Russia
2013,topic_8,381.11511963527283,11.0,Russia
2014,topic_8,216.03627092809003,17.0,Russia
2015,topic_8,252.34958812875178,15.0,Russia
2016,topic_8,380.1957671445504,12.0,Russia
2017,topic_8,432.1409288304452,10.0,Russia
2018,topic_8,114.03506554029997,12.0,Russia
1999,topic_9,17.677334581456293,17.0,Russia
2000,topic_9,152.3863989073697,13.0,Russia
2001,topic_9,236.85518893190002,11.0,Russia
2002,topic_9,172.41784430027985,15.0,Russia
2003,topic_9,192.41845332237023,12.0,Russia
2004,topic_9,145.9772644960099,16.0,Russia
2005,topic_9,221.53826045826995,15.0,Russia
2006,topic_9,168.0607239021599,17.0,Russia
2007,topic_9,174.24202124373,17.0,Russia
2008,topic_9,247.51586039207,16.0,Russia
2009,topic_9,368.7597893569559,7.0,Russia
2010,topic_9,347.5123113129762,11.0,Russia
2011,topic_9,402.83346696788885,7.0,Russia
2012,topic_9,496.7215546902004,8.0,Russia
2013,topic_9,481.39947339394075,7.0,Russia
2014,topic_9,266.18358315995005,9.0,Russia
2015,topic_9,365.1537879544195,8.0,Russia
2016,topic_9,662.9244556125004,5.0,Russia
2017,topic_9,558.1077051145132,7.0,Russia
2018,topic_9,120.57872305960998,11.0,Russia
1999,topic_10,22.152874896150013,16.0,Russia
2000,topic_10,141.36836703725993,14.0,Russia
2001,topic_10,183.96774720274013,16.0,Russia
2002,topic_10,179.91850001785008,14.0,Russia
2003,topic_10,230.15615489712994,8.0,Russia
2004,topic_10,235.0222428609699,8.0,Russia
2005,topic_10,362.10807127125,6.0,Russia
2006,topic_10,279.2664734258003,11.0,Russia
2007,topic_10,310.1037805098999,7.0,Russia
2008,topic_10,433.5442490719833,3.0,Russia
2009,topic_10,465.31729330214534,5.0,Russia
2010,topic_10,414.98027993586976,6.0,Russia
2011,topic_10,418.3419552366727,6.0,Russia
2012,topic_10,536.8983530438903,5.0,Russia
2013,topic_10,650.5345265773924,2.0,Russia
2014,topic_10,245.0989478727238,13.0,Russia
2015,topic_10,178.6540863736699,19.0,Russia
2016,topic_10,195.33630803857835,20.0,Russia
2017,topic_10,133.93658302825,20.0,Russia
2018,topic_10,59.68689731900005,20.0,Russia
1999,topic_11,93.69629163899997,3.0,Russia
2000,topic_11,370.4598711972445,2.0,Russia
2001,topic_11,315.7074297309659,6.0,Russia
2002,topic_11,343.5820239262997,4.0,Russia
2003,topic_11,295.25004169410977,4.0,Russia
2004,topic_11,273.2834648046,5.0,Russia
2005,topic_11,331.1188907777001,8.0,Russia
2006,topic_11,307.67701025584006,8.0,Russia
2007,topic_11,188.72814918167558,15.0,Russia
2008,topic_11,339.0361733318202,10.0,Russia
2009,topic_11,264.7016146931802,17.0,Russia
2010,topic_11,181.10913680366028,18.0,Russia
2011,topic_11,169.63666058438983,19.0,Russia
2012,topic_11,197.58538648769482,19.0,Russia
2013,topic_11,210.1080013808201,20.0,Russia
2014,topic_11,617.1821654759606,1.0,Russia
2015,topic_11,926.141917567,1.0,Russia
2016,topic_11,1318.4780137183204,2.0,Russia
2017,topic_11,1107.3831297613679,2.0,Russia
2018,topic_11,217.34211521055008,5.0,Russia
1999,topic_12,91.53214674392994,4.0,Russia
2000,topic_12,337.34181035600176,5.0,Russia
2001,topic_12,319.0627238574217,5.0,Russia
2002,topic_12,295.41647086358927,7.0,Russia
2003,topic_12,273.47447747094617,5.0,Russia
2004,topic_12,303.0884801219297,4.0,Russia
2005,topic_12,473.94056301654535,3.0,Russia
2006,topic_12,332.4171988393245,7.0,Russia
2007,topic_12,280.39078700608343,9.0,Russia
2008,topic_12,310.6435833932999,12.0,Russia
2009,topic_12,328.21210759165047,11.0,Russia
2010,topic_12,338.213363878537,12.0,Russia
2011,topic_12,360.01162648975077,12.0,Russia
2012,topic_12,426.87113167580304,14.0,Russia
2013,topic_12,335.12776345962936,16.0,Russia
2014,topic_12,431.225701184687,3.0,Russia
2015,topic_12,598.9932048217587,4.0,Russia
2016,topic_12,989.8647065260055,3.0,Russia
2017,topic_12,1037.5001343765225,3.0,Russia
2018,topic_12,371.03339145716967,2.0,Russia
1999,topic_13,22.940526221670012,15.0,Russia
2000,topic_13,138.7543575582497,15.0,Russia
2001,topic_13,188.0261931917001,15.0,Russia
2002,topic_13,162.67465511516014,17.0,Russia
2003,topic_13,128.76223711198,17.0,Russia
2004,topic_13,106.04963848886004,19.0,Russia
2005,topic_13,201.46879707180415,17.0,Russia
2006,topic_13,156.78268662909983,19.0,Russia
2007,topic_13,190.71485592424474,14.0,Russia
2008,topic_13,262.08957944849027,14.0,Russia
2009,topic_13,284.8709435179456,15.0,Russia
2010,topic_13,279.7158014644299,13.0,Russia
2011,topic_13,285.6750036108195,16.0,Russia
2012,topic_13,344.4070398804231,16.0,Russia
2013,topic_13,368.52098569376545,13.0,Russia
2014,topic_13,362.8490075508496,6.0,Russia
2015,topic_13,509.2341600417521,5.0,Russia
2016,topic_13,668.2916267482427,4.0,Russia
2017,topic_13,725.5509316423589,5.0,Russia
2018,topic_13,291.45156853520007,3.0,Russia
1999,topic_14,69.25124892663,6.0,Russia
2000,topic_14,294.8582770020697,9.0,Russia
2001,topic_14,238.5154636338301,10.0,Russia
2002,topic_14,268.9955292082005,8.0,Russia
2003,topic_14,214.41507548487996,11.0,Russia
2004,topic_14,197.48386392150974,10.0,Russia
2005,topic_14,275.49960772320986,9.0,Russia
2006,topic_14,222.3009162325502,16.0,Russia
2007,topic_14,166.28692697214015,18.0,Russia
2008,topic_14,254.57864924655993,15.0,Russia
2009,topic_14,314.030961307902,13.0,Russia
2010,topic_14,192.54624723430024,17.0,Russia
2011,topic_14,184.8993310790299,18.0,Russia
2012,topic_14,279.21085873862023,17.0,Russia
2013,topic_14,233.7465688851635,19.0,Russia
2014,topic_14,260.3577255525321,10.0,Russia
2015,topic_14,314.0909467103501,10.0,Russia
2016,topic_14,367.8071552374594,13.0,Russia
2017,topic_14,310.6038379358504,15.0,Russia
2018,topic_14,76.20587051041795,18.0,Russia
1999,topic_15,116.5907327965,2.0,Russia
2000,topic_15,714.0639231552806,1.0,Russia
2001,topic_15,604.7584750327309,1.0,Russia
2002,topic_15,646.1222813963178,1.0,Russia
2003,topic_15,495.6110997618463,1.0,Russia
2004,topic_15,487.37240563975956,1.0,Russia
2005,topic_15,507.2546755628604,1.0,Russia
2006,topic_15,451.11277569552976,2.0,Russia
2007,topic_15,401.5380519447004,5.0,Russia
2008,topic_15,624.8365831203167,1.0,Russia
2009,topic_15,767.158844712624,1.0,Russia
2010,topic_15,759.1663636239833,1.0,Russia
2011,topic_15,649.8280009636503,1.0,Russia
2012,topic_15,577.0688218331252,3.0,Russia
2013,topic_15,582.69389960702,4.0,Russia
2014,topic_15,248.72515182106213,12.0,Russia
2015,topic_15,281.5365107695006,13.0,Russia
2016,topic_15,468.0302660870799,9.0,Russia
2017,topic_15,292.0387672495597,16.0,Russia
2018,topic_15,78.33848444659992,17.0,Russia
1999,topic_16,27.005892514119985,12.0,Russia
2000,topic_16,130.30496931760007,16.0,Russia
2001,topic_16,188.74158106947,14.0,Russia
2002,topic_16,147.22009804967985,18.0,Russia
2003,topic_16,146.29368613259984,15.0,Russia
2004,topic_16,167.34960221320017,13.0,Russia
2005,topic_16,254.33409867410015,12.0,Russia
2006,topic_16,355.6255216118799,6.0,Russia
2007,topic_16,185.8470319218904,16.0,Russia
2008,topic_16,245.22812624278006,17.0,Russia
2009,topic_16,314.54774129514936,12.0,Russia
2010,topic_16,387.51696516194056,9.0,Russia
2011,topic_16,396.25928310373183,8.0,Russia
2012,topic_16,465.6659508654794,11.0,Russia
2013,topic_16,379.0808283912772,12.0,Russia
2014,topic_16,281.9872280630003,8.0,Russia
2015,topic_16,309.51516817299995,11.0,Russia
2016,topic_16,332.83367815873737,15.0,Russia
2017,topic_16,570.5563952583792,6.0,Russia
2018,topic_16,166.62585811153002,6.0,Russia
1999,topic_17,25.510316089200003,14.0,Russia
2000,topic_17,110.05608456849001,17.0,Russia
2001,topic_17,140.08702741680005,17.0,Russia
2002,topic_17,166.75119691867025,16.0,Russia
2003,topic_17,120.01393486497001,19.0,Russia
2004,topic_17,121.1633968276,18.0,Russia
2005,topic_17,246.3386034766196,13.0,Russia
2006,topic_17,257.82762026992606,14.0,Russia
2007,topic_17,410.7872592883598,4.0,Russia
2008,topic_17,404.55010345416997,5.0,Russia
2009,topic_17,337.43342533097564,10.0,Russia
2010,topic_17,410.14332515608,7.0,Russia
2011,topic_17,506.20955748727636,4.0,Russia
2012,topic_17,1002.2040677039992,1.0,Russia
2013,topic_17,521.5777456747452,6.0,Russia
2014,topic_17,226.9633831178003,16.0,Russia
2015,topic_17,295.3984165387102,12.0,Russia
2016,topic_17,262.4964773009101,18.0,Russia
2017,topic_17,418.8625087850012,11.0,Russia
2018,topic_17,97.95503778953996,14.0,Russia
1999,topic_18,9.6079017002,20.0,Russia
2000,topic_18,73.58189817161998,19.0,Russia
2001,topic_18,139.70579435817996,18.0,Russia
2002,topic_18,188.8051541591998,13.0,Russia
2003,topic_18,143.20017909576993,16.0,Russia
2004,topic_18,183.8341787828699,11.0,Russia
2005,topic_18,144.42315573019997,19.0,Russia
2006,topic_18,225.11491878420017,15.0,Russia
2007,topic_18,211.43754485983186,13.0,Russia
2008,topic_18,216.05020642323996,18.0,Russia
2009,topic_18,229.5145051884448,18.0,Russia
2010,topic_18,194.23615823132022,16.0,Russia
2011,topic_18,324.96386893323984,14.0,Russia
2012,topic_18,216.23716341296003,18.0,Russia
2013,topic_18,247.0885602621801,18.0,Russia
2014,topic_18,192.25105372795096,18.0,Russia
2015,topic_18,265.8807267174195,14.0,Russia
2016,topic_18,361.3346320739747,14.0,Russia
2017,topic_18,154.31043930749976,19.0,Russia
2018,topic_18,79.88654447667999,16.0,Russia
1999,topic_19,26.668759137799995,13.0,Russia
2000,topic_19,187.29277983988396,11.0,Russia
2001,topic_19,297.50854098419,7.0,Russia
2002,topic_19,240.96252582571032,9.0,Russia
2003,topic_19,159.60057242974995,14.0,Russia
2004,topic_19,144.15331232371986,17.0,Russia
2005,topic_19,229.8932898476233,14.0,Russia
2006,topic_19,281.1087154015209,10.0,Russia
2007,topic_19,259.9148919701298,11.0,Russia
2008,topic_19,399.91491206236617,6.0,Russia
2009,topic_19,511.3515261814593,3.0,Russia
2010,topic_19,528.4175655025956,2.0,Russia
2011,topic_19,602.234194598919,2.0,Russia
2012,topic_19,751.702763062639,2.0,Russia
2013,topic_19,720.7329494183492,1.0,Russia
2014,topic_19,395.4446371162161,4.0,Russia
2015,topic_19,788.6603383084993,2.0,Russia
2016,topic_19,1349.556675410304,1.0,Russia
2017,topic_19,1294.2421168230746,1.0,Russia
2018,topic_19,438.0161824840609,1.0,Russia
1999,topic_0,3.6073775140000004,14.0,Sil_struktur
2000,topic_0,24.469325566199984,17.0,Sil_struktur
2001,topic_0,26.303001445612992,17.0,Sil_struktur
2002,topic_0,33.629037653019985,14.0,Sil_struktur
2003,topic_0,24.432038409249987,18.0,Sil_struktur
2004,topic_0,23.257830850299975,18.0,Sil_struktur
2005,topic_0,57.6345695622,12.0,Sil_struktur
2006,topic_0,61.76627642502,13.0,Sil_struktur
2007,topic_0,43.80283387459001,14.0,Sil_struktur
2008,topic_0,43.8458450691,18.0,Sil_struktur
2009,topic_0,47.70210756878995,18.0,Sil_struktur
2010,topic_0,52.43797953459998,13.0,Sil_struktur
2011,topic_0,48.39086765880002,14.0,Sil_struktur
2012,topic_0,56.62046962358997,13.0,Sil_struktur
2013,topic_0,44.99125684264001,12.0,Sil_struktur
2014,topic_0,42.25008026699998,14.0,Sil_struktur
2015,topic_0,116.95782875687001,9.0,Sil_struktur
2016,topic_0,164.9653075016199,8.0,Sil_struktur
2017,topic_0,152.13810381026005,9.0,Sil_struktur
2018,topic_0,48.47359982929999,10.0,Sil_struktur
1999,topic_1,4.6524099365,13.0,Sil_struktur
2000,topic_1,34.771795409249975,15.0,Sil_struktur
2001,topic_1,36.54001240411999,14.0,Sil_struktur
