year,Topic,rate,rank,Rubric
2017,topic_4,91.75487793948007,13.0,internet-i-smi
2018,topic_4,40.38626732337,13.0,internet-i-smi
1999,topic_5,10.281102246359998,8.0,internet-i-smi
2000,topic_5,58.94423864285001,6.0,internet-i-smi
2001,topic_5,88.01582188149993,3.0,internet-i-smi
2002,topic_5,80.57931499747002,5.0,internet-i-smi
2003,topic_5,68.75594729013048,6.0,internet-i-smi
2004,topic_5,60.33184385700002,5.0,internet-i-smi
2005,topic_5,66.50143290480435,7.0,internet-i-smi
2006,topic_5,113.13814717772993,2.0,internet-i-smi
2007,topic_5,105.56140110900006,1.0,internet-i-smi
2008,topic_5,127.2156032506199,4.0,internet-i-smi
2009,topic_5,127.16705582292991,6.0,internet-i-smi
2010,topic_5,133.03453952699994,6.0,internet-i-smi
2011,topic_5,123.7069875929399,10.0,internet-i-smi
2012,topic_5,154.44306738669997,8.0,internet-i-smi
2013,topic_5,151.8732605581502,7.0,internet-i-smi
2014,topic_5,69.54095464012005,14.0,internet-i-smi
2015,topic_5,75.64860626803004,13.0,internet-i-smi
2016,topic_5,184.82489673179964,7.0,internet-i-smi
2017,topic_5,176.49612753588013,6.0,internet-i-smi
2018,topic_5,90.56157363676003,9.0,internet-i-smi
1999,topic_6,3.544732958900001,19.0,internet-i-smi
2000,topic_6,26.86266647359999,15.0,internet-i-smi
2001,topic_6,47.29997634330003,8.0,internet-i-smi
2002,topic_6,40.54660312869999,8.0,internet-i-smi
2003,topic_6,41.927983509700006,8.0,internet-i-smi
2004,topic_6,38.96365039708001,8.0,internet-i-smi
2005,topic_6,51.72926251480001,10.0,internet-i-smi
2006,topic_6,68.00092494230003,13.0,internet-i-smi
2007,topic_6,71.68410763070001,8.0,internet-i-smi
2008,topic_6,102.62968200286004,8.0,internet-i-smi
2009,topic_6,117.1698485353,8.0,internet-i-smi
2010,topic_6,177.29831170110023,4.0,internet-i-smi
2011,topic_6,195.60666141124008,2.0,internet-i-smi
2012,topic_6,223.99666803049993,2.0,internet-i-smi
2013,topic_6,137.18226171223,10.0,internet-i-smi
2014,topic_6,83.71182806896006,10.0,internet-i-smi
2015,topic_6,100.25710518314004,9.0,internet-i-smi
2016,topic_6,464.24444535463977,2.0,internet-i-smi
2017,topic_6,393.48153742612254,3.0,internet-i-smi
2018,topic_6,174.19636445596993,3.0,internet-i-smi
1999,topic_7,9.099016874299998,9.0,internet-i-smi
2000,topic_7,50.05336875391002,7.0,internet-i-smi
2001,topic_7,58.58925423279997,7.0,internet-i-smi
2002,topic_7,66.01360483779993,6.0,internet-i-smi
2003,topic_7,77.31231006969996,2.0,internet-i-smi
2004,topic_7,75.81147021157005,2.0,internet-i-smi
2005,topic_7,73.15156946673996,6.0,internet-i-smi
2006,topic_7,103.20038657670003,5.0,internet-i-smi
2007,topic_7,90.64659004436008,3.0,internet-i-smi
2008,topic_7,103.81252245916014,6.0,internet-i-smi
2009,topic_7,103.67636505999997,9.0,internet-i-smi
2010,topic_7,128.18340292176003,8.0,internet-i-smi
2011,topic_7,143.3667234245,7.0,internet-i-smi
2012,topic_7,161.3775028782699,7.0,internet-i-smi
2013,topic_7,197.48475133550005,4.0,internet-i-smi
2014,topic_7,117.61515629515002,8.0,internet-i-smi
2015,topic_7,146.80068976033013,3.0,internet-i-smi
2016,topic_7,271.301354065584,5.0,internet-i-smi
2017,topic_7,228.95483429236035,5.0,internet-i-smi
2018,topic_7,103.56942126309002,6.0,internet-i-smi
1999,topic_8,3.8028786865399997,17.0,internet-i-smi
2000,topic_8,14.963419775199984,20.0,internet-i-smi
2001,topic_8,21.652070587349993,18.0,internet-i-smi
2002,topic_8,11.580432370600004,20.0,internet-i-smi
2003,topic_8,10.286930754100004,20.0,internet-i-smi
2004,topic_8,10.507805755299996,20.0,internet-i-smi
2005,topic_8,19.80871830990999,20.0,internet-i-smi
2006,topic_8,34.32977219501999,20.0,internet-i-smi
2007,topic_8,31.491468148499987,20.0,internet-i-smi
2008,topic_8,42.3617314768,20.0,internet-i-smi
2009,topic_8,44.48066168245999,20.0,internet-i-smi
2010,topic_8,41.834498134729984,20.0,internet-i-smi
2011,topic_8,53.227898308510014,20.0,internet-i-smi
2012,topic_8,61.40441002654995,20.0,internet-i-smi
2013,topic_8,52.243703806626066,20.0,internet-i-smi
2014,topic_8,55.55171100455993,17.0,internet-i-smi
2015,topic_8,39.31307914769995,20.0,internet-i-smi
2016,topic_8,83.13061346575003,15.0,internet-i-smi
2017,topic_8,54.81559158228692,17.0,internet-i-smi
2018,topic_8,29.42713771309997,16.0,internet-i-smi
1999,topic_9,6.4331338983999995,14.0,internet-i-smi
2000,topic_9,35.50669182117998,12.0,internet-i-smi
2001,topic_9,43.20787327385999,11.0,internet-i-smi
2002,topic_9,30.959048456769985,9.0,internet-i-smi
2003,topic_9,28.514348541900002,12.0,internet-i-smi
2004,topic_9,30.031655951883007,14.0,internet-i-smi
2005,topic_9,34.913029316720014,18.0,internet-i-smi
2006,topic_9,42.68958496498602,18.0,internet-i-smi
2007,topic_9,43.597158418009975,17.0,internet-i-smi
2008,topic_9,49.53496150989998,19.0,internet-i-smi
2009,topic_9,54.74833025934999,19.0,internet-i-smi
2010,topic_9,63.266060749,19.0,internet-i-smi
2011,topic_9,73.65889950770001,18.0,internet-i-smi
2012,topic_9,97.78721044567651,15.0,internet-i-smi
2013,topic_9,68.56849590854502,18.0,internet-i-smi
2014,topic_9,41.545392934823965,19.0,internet-i-smi
2015,topic_9,75.22297673599998,14.0,internet-i-smi
2016,topic_9,768.9817703167697,1.0,internet-i-smi
2017,topic_9,974.8256013225778,1.0,internet-i-smi
2018,topic_9,543.3576999715333,1.0,internet-i-smi
1999,topic_10,12.700921121199999,6.0,internet-i-smi
2000,topic_10,59.29736117377003,5.0,internet-i-smi
2001,topic_10,80.3587871355301,6.0,internet-i-smi
2002,topic_10,119.08525974950004,1.0,internet-i-smi
2003,topic_10,58.630729224869995,7.0,internet-i-smi
2004,topic_10,35.174112051400016,11.0,internet-i-smi
2005,topic_10,65.98377074896,8.0,internet-i-smi
2006,topic_10,94.01066494834497,9.0,internet-i-smi
2007,topic_10,69.75668064367,11.0,internet-i-smi
2008,topic_10,90.22165872644601,13.0,internet-i-smi
2009,topic_10,87.45795761878009,16.0,internet-i-smi
2010,topic_10,97.05844309589008,14.0,internet-i-smi
2011,topic_10,68.13721060021992,19.0,internet-i-smi
2012,topic_10,65.28871753067497,19.0,internet-i-smi
2013,topic_10,65.4182073288,19.0,internet-i-smi
2014,topic_10,58.681800734630016,16.0,internet-i-smi
2015,topic_10,48.45757594339998,18.0,internet-i-smi
2016,topic_10,36.722220346261985,20.0,internet-i-smi
2017,topic_10,27.78576315094,19.0,internet-i-smi
2018,topic_10,8.6799800678,20.0,internet-i-smi
1999,topic_11,4.7528969787,15.0,internet-i-smi
2000,topic_11,37.614361591050034,10.0,internet-i-smi
2001,topic_11,27.1523468782,15.0,internet-i-smi
2002,topic_11,14.965730982415005,19.0,internet-i-smi
2003,topic_11,16.514128848600006,17.0,internet-i-smi
2004,topic_11,29.9979271491,15.0,internet-i-smi
2005,topic_11,44.55676596765071,13.0,internet-i-smi
2006,topic_11,94.43009412749997,8.0,internet-i-smi
2007,topic_11,82.56121170180006,5.0,internet-i-smi
2008,topic_11,154.41873730927,2.0,internet-i-smi
2009,topic_11,185.32933385133893,2.0,internet-i-smi
2010,topic_11,266.29707309578976,1.0,internet-i-smi
2011,topic_11,293.1624220686861,1.0,internet-i-smi
2012,topic_11,314.9159103948313,1.0,internet-i-smi
2013,topic_11,268.1178902262749,2.0,internet-i-smi
2014,topic_11,269.1259449906999,1.0,internet-i-smi
2015,topic_11,269.29999278905433,1.0,internet-i-smi
2016,topic_11,292.8976607360899,4.0,internet-i-smi
2017,topic_11,158.07529784057007,8.0,internet-i-smi
2018,topic_11,101.87719318679005,7.0,internet-i-smi
1999,topic_12,8.664668129499999,11.0,internet-i-smi
2000,topic_12,47.896758506836,9.0,internet-i-smi
2001,topic_12,142.58021638116003,2.0,internet-i-smi
2002,topic_12,80.93664493134999,4.0,internet-i-smi
2003,topic_12,91.23287149435,1.0,internet-i-smi
2004,topic_12,76.91724133799701,1.0,internet-i-smi
2005,topic_12,104.19077712697,2.0,internet-i-smi
2006,topic_12,99.17984618003997,6.0,internet-i-smi
2007,topic_12,87.18031976902991,4.0,internet-i-smi
2008,topic_12,114.08561089187394,5.0,internet-i-smi
2009,topic_12,139.85963676832995,5.0,internet-i-smi
2010,topic_12,107.69370879183008,11.0,internet-i-smi
2011,topic_12,138.39510541281987,8.0,internet-i-smi
2012,topic_12,196.27151793088606,4.0,internet-i-smi
2013,topic_12,201.29059894238407,3.0,internet-i-smi
2014,topic_12,119.30362314314009,7.0,internet-i-smi
2015,topic_12,110.11372354840002,6.0,internet-i-smi
2016,topic_12,114.46269465750002,13.0,internet-i-smi
2017,topic_12,102.86902042142987,12.0,internet-i-smi
2018,topic_12,31.86105427706001,14.0,internet-i-smi
1999,topic_13,8.870184148200002,10.0,internet-i-smi
2000,topic_13,35.58004202886,11.0,internet-i-smi
2001,topic_13,22.85772196854001,17.0,internet-i-smi
2002,topic_13,18.56286524439999,14.0,internet-i-smi
2003,topic_13,27.435442669399986,13.0,internet-i-smi
2004,topic_13,34.38057216568,12.0,internet-i-smi
2005,topic_13,46.21191046860001,12.0,internet-i-smi
2006,topic_13,70.79736216597999,12.0,internet-i-smi
2007,topic_13,50.124492974130014,16.0,internet-i-smi
2008,topic_13,94.20794270270999,11.0,internet-i-smi
2009,topic_13,99.12145664906996,12.0,internet-i-smi
2010,topic_13,69.97759570344995,18.0,internet-i-smi
2011,topic_13,82.28480034689997,17.0,internet-i-smi
2012,topic_13,91.34952691231997,17.0,internet-i-smi
2013,topic_13,91.86119853339993,14.0,internet-i-smi
2014,topic_13,44.19036099407157,18.0,internet-i-smi
2015,topic_13,43.23414193133999,19.0,internet-i-smi
2016,topic_13,140.23023021580002,10.0,internet-i-smi
2017,topic_13,136.06971888928,9.0,internet-i-smi
2018,topic_13,49.924900364760006,11.0,internet-i-smi
1999,topic_14,7.01741148308,12.0,internet-i-smi
2000,topic_14,23.050093265020003,17.0,internet-i-smi
2001,topic_14,20.756328882629994,19.0,internet-i-smi
2002,topic_14,22.779130195219977,12.0,internet-i-smi
2003,topic_14,21.350882374899992,15.0,internet-i-smi
2004,topic_14,28.54318897219998,16.0,internet-i-smi
2005,topic_14,36.39037384673843,16.0,internet-i-smi
2006,topic_14,57.563348256540024,15.0,internet-i-smi
2007,topic_14,59.526853180899984,15.0,internet-i-smi
2008,topic_14,103.62194119120014,7.0,internet-i-smi
2009,topic_14,91.66395550206005,14.0,internet-i-smi
2010,topic_14,129.31469269081018,7.0,internet-i-smi
2011,topic_14,103.74557939462997,12.0,internet-i-smi
2012,topic_14,207.49110538128036,3.0,internet-i-smi
2013,topic_14,298.530988765214,1.0,internet-i-smi
2014,topic_14,172.71382495052995,2.0,internet-i-smi
2015,topic_14,196.0713185176001,2.0,internet-i-smi
2016,topic_14,210.83564359865335,6.0,internet-i-smi
2017,topic_14,165.0875563351202,7.0,internet-i-smi
2018,topic_14,115.0858370618,5.0,internet-i-smi
1999,topic_15,11.644918745000002,7.0,internet-i-smi
2000,topic_15,35.50454315370001,13.0,internet-i-smi
2001,topic_15,39.24637765105998,12.0,internet-i-smi
2002,topic_15,21.764009304589997,13.0,internet-i-smi
2003,topic_15,29.95219737629999,11.0,internet-i-smi
2004,topic_15,35.74720747929998,10.0,internet-i-smi
2005,topic_15,58.26348930860003,9.0,internet-i-smi
2006,topic_15,107.16506258946008,4.0,internet-i-smi
2007,topic_15,72.27089915094004,7.0,internet-i-smi
2008,topic_15,152.8109721387501,3.0,internet-i-smi
2009,topic_15,216.22918936220032,1.0,internet-i-smi
2010,topic_15,178.80237441267977,3.0,internet-i-smi
2011,topic_15,168.20615327191004,4.0,internet-i-smi
2012,topic_15,123.00606519209013,13.0,internet-i-smi
2013,topic_15,110.22118236664002,11.0,internet-i-smi
2014,topic_15,144.68502869422,4.0,internet-i-smi
2015,topic_15,97.99923253576794,10.0,internet-i-smi
2016,topic_15,75.42282850556008,16.0,internet-i-smi
2017,topic_15,63.09522874743005,14.0,internet-i-smi
2018,topic_15,40.83063926999499,12.0,internet-i-smi
1999,topic_16,2.307803231,20.0,internet-i-smi
2000,topic_16,17.34049698278,19.0,internet-i-smi
2001,topic_16,23.84627329466,16.0,internet-i-smi
2002,topic_16,16.139623583300004,17.0,internet-i-smi
2003,topic_16,16.378195786199996,18.0,internet-i-smi
2004,topic_16,21.119498911799994,18.0,internet-i-smi
2005,topic_16,26.679857785400014,19.0,internet-i-smi
2006,topic_16,40.134746449899986,19.0,internet-i-smi
2007,topic_16,40.816915757900006,19.0,internet-i-smi
2008,topic_16,50.01466215869999,18.0,internet-i-smi
2009,topic_16,73.77634704670002,17.0,internet-i-smi
2010,topic_16,70.34244091809605,17.0,internet-i-smi
2011,topic_16,93.06160955770004,16.0,internet-i-smi
2012,topic_16,138.10284168249987,11.0,internet-i-smi
2013,topic_16,148.75170558522183,8.0,internet-i-smi
2014,topic_16,75.00618820490001,12.0,internet-i-smi
2015,topic_16,87.95937851572009,11.0,internet-i-smi
2016,topic_16,353.6692643959361,3.0,internet-i-smi
2017,topic_16,428.7816501405888,2.0,internet-i-smi
2018,topic_16,232.28431186150007,2.0,internet-i-smi
1999,topic_17,20.340291486669994,2.0,internet-i-smi
2000,topic_17,112.05022736472004,1.0,internet-i-smi
2001,topic_17,82.47099396769995,5.0,internet-i-smi
2002,topic_17,44.72720673219998,7.0,internet-i-smi
2003,topic_17,75.80260792449997,4.0,internet-i-smi
2004,topic_17,73.49077291469996,4.0,internet-i-smi
2005,topic_17,86.00089299469992,3.0,internet-i-smi
2006,topic_17,67.34706338810003,14.0,internet-i-smi
2007,topic_17,68.0764056537,12.0,internet-i-smi
2008,topic_17,98.0769852429431,10.0,internet-i-smi
2009,topic_17,100.51410090041206,10.0,internet-i-smi
2010,topic_17,122.57349178933995,9.0,internet-i-smi
2011,topic_17,160.23259519592995,6.0,internet-i-smi
2012,topic_17,188.79039832250015,5.0,internet-i-smi
2013,topic_17,189.937256127125,6.0,internet-i-smi
2014,topic_17,133.2460330213201,5.0,internet-i-smi
2015,topic_17,114.13144049660006,4.0,internet-i-smi
2016,topic_17,161.81983311262977,8.0,internet-i-smi
2017,topic_17,234.33366288312806,4.0,internet-i-smi
2018,topic_17,160.32423279274008,4.0,internet-i-smi
1999,topic_18,6.707502505400001,13.0,internet-i-smi
2000,topic_18,33.76462310190001,14.0,internet-i-smi
2001,topic_18,33.15569052737,14.0,internet-i-smi
2002,topic_18,16.24934366289001,16.0,internet-i-smi
2003,topic_18,14.4143443923,19.0,internet-i-smi
2004,topic_18,18.859589607800007,19.0,internet-i-smi
2005,topic_18,35.97747511446001,17.0,internet-i-smi
2006,topic_18,52.00268861290005,17.0,internet-i-smi
2007,topic_18,42.5862090295,18.0,internet-i-smi
2008,topic_18,56.468649207799984,17.0,internet-i-smi
2009,topic_18,64.61064595770004,18.0,internet-i-smi
2010,topic_18,74.3561434872,15.0,internet-i-smi
2011,topic_18,98.52616960983006,14.0,internet-i-smi
2012,topic_18,78.59095582025003,18.0,internet-i-smi
2013,topic_18,79.46406967915996,17.0,internet-i-smi
2014,topic_18,149.19224708500002,3.0,internet-i-smi
2015,topic_18,104.55221484144,8.0,internet-i-smi
2016,topic_18,114.46358057407004,12.0,internet-i-smi
2017,topic_18,121.18146646697002,10.0,internet-i-smi
2018,topic_18,96.491326205004,8.0,internet-i-smi
1999,topic_19,4.1280224824,16.0,internet-i-smi
2000,topic_19,18.399933045050002,18.0,internet-i-smi
2001,topic_19,35.0934937494,13.0,internet-i-smi
2002,topic_19,17.627587056080003,15.0,internet-i-smi
2003,topic_19,18.16493470295,16.0,internet-i-smi
2004,topic_19,21.502315886300003,17.0,internet-i-smi
2005,topic_19,37.89584201368996,15.0,internet-i-smi
2006,topic_19,96.18927216229996,7.0,internet-i-smi
2007,topic_19,80.11026003382999,6.0,internet-i-smi
2008,topic_19,90.13013337116013,14.0,internet-i-smi
2009,topic_19,121.62313503874006,7.0,internet-i-smi
2010,topic_19,106.98821700430007,12.0,internet-i-smi
2011,topic_19,160.57061547654902,5.0,internet-i-smi
2012,topic_19,178.51649450660992,6.0,internet-i-smi
2013,topic_19,148.06706361523996,9.0,internet-i-smi
2014,topic_19,70.768836821,13.0,internet-i-smi
2015,topic_19,62.614266306200015,15.0,internet-i-smi
2016,topic_19,62.843717818529974,19.0,internet-i-smi
2017,topic_19,45.2059738616,18.0,internet-i-smi
2018,topic_19,15.081101779970004,19.0,internet-i-smi
1999,topic_0,1.33264437984,5.0,iz-jizni
2000,topic_0,10.109372159999998,13.0,iz-jizni
2001,topic_0,40.28665232954998,7.0,iz-jizni
2002,topic_0,15.818321535200003,13.0,iz-jizni
2003,topic_0,12.652551655520002,16.0,iz-jizni
2004,topic_0,19.308604739799996,10.0,iz-jizni
2005,topic_0,28.737144980800007,9.0,iz-jizni
2006,topic_0,37.20834530193001,8.0,iz-jizni
2007,topic_0,54.46372047529997,7.0,iz-jizni
2008,topic_0,68.32288229167001,8.0,iz-jizni
2009,topic_0,63.65819053163003,10.0,iz-jizni
2010,topic_0,60.466622281409975,13.0,iz-jizni
2011,topic_0,31.478315205810002,20.0,iz-jizni
2012,topic_0,31.45474820905998,19.0,iz-jizni
2013,topic_0,57.11971858213004,17.0,iz-jizni
2014,topic_0,61.64012218589501,17.0,iz-jizni
2015,topic_0,74.06325780899992,12.0,iz-jizni
2016,topic_0,73.16760923105194,14.0,iz-jizni
2017,topic_0,103.3937701104154,6.0,iz-jizni
2018,topic_0,128.20137587289994,5.0,iz-jizni
1999,topic_1,1.3377391179999998,4.0,iz-jizni
2000,topic_1,12.580444188,7.0,iz-jizni
2001,topic_1,40.14773669879997,8.0,iz-jizni
2002,topic_1,18.395622613800004,10.0,iz-jizni
2003,topic_1,21.3165240041,9.0,iz-jizni
2004,topic_1,19.2404640044,11.0,iz-jizni
2005,topic_1,26.645816540639995,10.0,iz-jizni
2006,topic_1,40.227895473200036,7.0,iz-jizni
2007,topic_1,51.65081262114003,8.0,iz-jizni
2008,topic_1,68.92326741399998,7.0,iz-jizni
2009,topic_1,77.33138579289991,7.0,iz-jizni
2010,topic_1,60.508768668989966,12.0,iz-jizni
2011,topic_1,54.75093852689997,13.0,iz-jizni
2012,topic_1,45.16878265677001,15.0,iz-jizni
2013,topic_1,70.34030180475999,14.0,iz-jizni
2014,topic_1,67.62602707040006,13.0,iz-jizni
2015,topic_1,96.43693048876996,6.0,iz-jizni
2016,topic_1,98.882821580549,10.0,iz-jizni
2017,topic_1,82.29516475800004,10.0,iz-jizni
2018,topic_1,78.49977035090005,10.0,iz-jizni
1999,topic_2,0.24583929270000002,19.0,iz-jizni
2000,topic_2,7.85282731198,18.0,iz-jizni
2001,topic_2,30.7546961565,15.0,iz-jizni
2002,topic_2,7.789129087700002,19.0,iz-jizni
2003,topic_2,8.912432380599999,19.0,iz-jizni
2004,topic_2,11.788524424899999,17.0,iz-jizni
2005,topic_2,16.515469199699993,17.0,iz-jizni
2006,topic_2,18.076287781499996,19.0,iz-jizni
2007,topic_2,28.830697582500004,18.0,iz-jizni
2008,topic_2,40.67830918059998,17.0,iz-jizni
2009,topic_2,44.12972738242997,17.0,iz-jizni
2010,topic_2,55.56701194174997,16.0,iz-jizni
2011,topic_2,50.7904685468,16.0,iz-jizni
2012,topic_2,58.916867893799925,10.0,iz-jizni
2013,topic_2,92.93330456169996,7.0,iz-jizni
2014,topic_2,83.95711632680005,9.0,iz-jizni
2015,topic_2,70.94058799338994,15.0,iz-jizni
2016,topic_2,60.82729570868002,17.0,iz-jizni
2017,topic_2,63.05848957967006,17.0,iz-jizni
2018,topic_2,51.229296292799994,14.0,iz-jizni
1999,topic_3,1.221120169,8.0,iz-jizni
2000,topic_3,17.405760603,3.0,iz-jizni
2001,topic_3,43.47934966860001,5.0,iz-jizni
2002,topic_3,38.61698963040001,1.0,iz-jizni
2003,topic_3,22.973595250779994,7.0,iz-jizni
